timestamp,user,source_ip,dest_ip,event_type,process,port,bytes_sent,bytes_recv,duration_sec,login_attempts,failed_logins,country,is_admin,after_hours,label
2026-05-30T05:09:46.504461,diana,192.168.3.21,192.168.3.159,process_created,bash,22,1626,3591,24.17,1,0,NZ,0,0,0
2026-05-25T21:43:21.504461,judy,192.168.5.243,192.168.2.68,login_failure,bash,22,1196,2060,22.52,1,0,NZ,0,0,0
2026-06-02T00:54:33.504461,henry,192.168.3.126,192.168.3.159,logout,python.exe,443,4398,3091,10.75,1,0,NZ,0,0,0
2026-06-07T09:11:20.504461,frank,192.168.4.156,192.168.2.87,privilege_escalation,svchost.exe,80,2856,2939,6.08,1,0,NZ,0,0,0
2026-06-09T07:15:55.504461,ivan,192.168.4.156,192.168.2.131,process_created,cmd.exe,80,1497,264,2.54,1,0,NZ,0,0,0
2026-05-27T02:58:16.504461,diana,192.168.4.94,192.168.2.87,login_success,powershell.exe,22,1051,6493,3.13,1,0,NZ,0,0,0
2026-06-11T09:16:01.504461,diana,192.168.2.123,192.168.3.210,login_success,chrome.exe,443,778,4675,22.61,1,0,NZ,0,0,0
2026-05-19T00:06:41.504461,ivan,192.168.3.210,192.168.5.29,file_modified,bash,443,2697,8722,8.19,1,0,NZ,0,0,0
2026-06-08T01:27:39.504461,service_account,252.9.236.184,192.168.3.126,service_stopped,curl,8080,0,0,0.0,1,0,CN,1,1,1
2026-06-03T22:09:02.504461,diana,192.168.2.213,192.168.3.159,network_connection,powershell.exe,22,3812,5447,4.33,1,0,NZ,0,0,0
2026-05-23T03:28:39.504461,alice,192.168.3.251,192.168.5.220,login_failure,explorer.exe,443,1348,853,12.44,1,0,NZ,0,0,0
2026-05-26T04:06:08.504461,diana,192.168.4.137,192.168.2.213,network_connection,ssh,443,3930,7552,17.38,1,0,NZ,0,0,0
2026-06-01T06:39:08.504461,charlie,192.168.1.107,192.168.5.220,file_access,svchost.exe,443,3753,4440,14.4,1,0,NZ,0,0,0
2026-06-05T05:59:52.504461,ivan,192.168.5.186,192.168.4.79,logout,bash,22,369,4055,20.12,1,0,NZ,0,0,0
2026-05-13T02:53:06.504461,eve,192.168.3.239,192.168.3.159,network_connection,python.exe,22,2210,3940,28.94,1,0,NZ,0,0,0
2026-05-17T20:53:29.504461,judy,192.168.3.90,192.168.4.82,policy_change,ssh,22,1921,5104,7.36,1,0,NZ,0,0,0
2026-05-13T15:47:14.504461,diana,160.183.82.122,192.168.4.94,policy_change,wget,9001,185,188,1.44,1,0,CN,0,0,1
2026-05-23T20:44:32.504461,grace,192.168.4.79,192.168.3.210,logout,bash,443,2281,4725,27.9,1,0,NZ,0,0,0
2026-05-27T12:10:40.504461,grace,192.168.5.29,192.168.4.94,login_failure,powershell.exe,80,1736,5890,3.39,1,0,NZ,0,0,0
2026-05-25T08:38:53.504461,henry,192.168.4.164,192.168.3.126,login_failure,svchost.exe,22,553,592,24.04,1,0,NZ,0,0,0
2026-06-07T08:32:46.504461,diana,115.177.187.234,192.168.4.137,login_success,nmap,9001,186,112,0.64,1,0,CN,0,0,1
2026-05-29T03:10:57.504461,diana,192.168.4.137,192.168.3.126,privilege_escalation,chrome.exe,80,4784,791,5.28,1,0,NZ,0,0,0
2026-05-25T18:07:32.504461,alice,192.168.5.220,192.168.2.213,logout,ssh,22,2263,8252,2.75,1,0,NZ,0,0,0
2026-05-31T18:55:54.504461,grace,192.168.4.94,192.168.5.220,login_success,cmd.exe,80,296,9526,16.43,1,0,NZ,0,0,0
2026-05-27T03:58:01.504461,bob,192.168.3.251,192.168.2.123,network_connection,mimikatz.exe,22,0,0,0.0,16,0,US,0,0,1
2026-05-27T14:18:15.504461,diana,192.168.1.107,192.168.2.131,file_modified,cmd.exe,80,2754,4307,22.14,1,0,NZ,0,0,0
2026-05-19T14:50:51.504461,ivan,192.168.3.126,192.168.4.137,policy_change,bash,80,2877,1001,26.26,1,0,NZ,0,0,0
2026-05-13T06:35:45.504461,frank,192.168.3.251,192.168.3.239,file_access,powershell.exe,80,2696,857,7.83,1,0,NZ,0,0,0
2026-06-10T07:41:27.504461,ivan,192.168.5.243,192.168.4.164,file_deleted,svchost.exe,80,4844,883,13.67,1,0,NZ,0,0,0
2026-06-01T09:12:54.504461,ivan,192.168.4.79,192.168.2.131,network_connection,chrome.exe,22,1010,8831,29.59,1,0,NZ,0,0,0
2026-05-14T10:59:47.504461,charlie,192.168.3.90,192.168.2.131,file_modified,bash,22,4249,1087,13.38,1,0,NZ,0,0,0
2026-05-25T21:40:36.504461,bob,192.168.2.87,192.168.5.220,file_modified,svchost.exe,80,2163,3254,25.83,1,0,NZ,0,0,0
2026-06-09T02:16:24.504461,ivan,192.168.2.131,192.168.3.251,file_deleted,explorer.exe,443,3708,6933,22.36,1,0,NZ,0,0,0
2026-05-13T18:22:29.504461,eve,192.168.5.220,192.168.2.87,privilege_escalation,powershell.exe,22,4322,9389,2.81,1,0,NZ,0,0,0
2026-06-01T23:53:21.504461,ivan,192.168.5.220,192.168.3.251,process_created,ssh,443,1492,1932,5.07,1,0,NZ,0,0,0
2026-06-03T04:04:53.504461,frank,192.168.3.21,192.168.4.94,process_created,cmd.exe,22,4366,3733,14.2,1,0,NZ,0,0,0
2026-05-17T13:35:29.504461,bob,90.209.28.168,192.168.3.126,service_stopped,wget,443,2024373,406,3581.07,1,0,KP,0,0,1
2026-05-13T10:44:43.504461,frank,192.168.3.159,192.168.3.18,process_created,explorer.exe,443,188,4903,7.99,1,0,NZ,0,0,0
2026-05-23T08:52:45.504461,judy,192.168.2.215,192.168.4.9,file_access,explorer.exe,80,3782,1938,27.85,1,0,NZ,0,0,0
2026-06-09T02:57:15.504461,bob,192.168.3.90,192.168.3.18,privilege_escalation,chrome.exe,22,4059,1391,3.91,1,0,NZ,0,0,0
2026-05-18T00:18:40.504461,eve,192.168.5.29,192.168.5.243,process_created,bash,22,2034,5462,28.82,1,0,NZ,0,0,0
2026-05-30T07:44:18.504461,frank,192.168.3.126,192.168.3.90,privilege_escalation,powershell.exe,443,184,3773,24.91,1,0,NZ,0,0,0
2026-06-02T16:46:37.504461,bob,192.168.2.68,192.168.4.9,policy_change,chrome.exe,80,3429,6660,29.12,1,0,NZ,0,0,0
2026-06-04T14:01:40.504461,bob,192.168.2.84,192.168.3.21,process_created,python.exe,80,2081,8108,10.44,1,0,NZ,0,0,0
2026-05-22T05:37:17.504461,judy,192.168.2.68,192.168.2.87,file_access,powershell.exe,80,1614,6041,23.91,1,0,NZ,0,0,0
2026-05-20T12:55:15.504461,alice,192.168.3.18,192.168.3.126,privilege_escalation,powershell.exe,443,306,4177,25.71,1,0,NZ,0,0,0
2026-05-24T03:13:09.504461,grace,192.168.4.9,192.168.4.9,login_success,explorer.exe,443,4214,3922,29.57,1,0,NZ,0,0,0
2026-05-26T19:14:29.504461,judy,192.168.4.94,192.168.5.243,file_deleted,svchost.exe,443,456,7645,20.42,1,0,NZ,0,0,0
2026-06-10T22:09:39.504461,charlie,192.168.3.18,192.168.4.164,privilege_escalation,python.exe,80,542,5054,19.5,1,0,NZ,0,0,0
2026-05-26T01:51:07.504461,ivan,192.168.3.90,192.168.5.243,login_success,cmd.exe,22,1677,691,17.99,1,0,NZ,0,0,0
2026-05-19T06:48:47.504461,henry,192.168.3.21,192.168.3.251,file_deleted,ssh,80,798,5358,2.1,1,0,NZ,0,0,0
2026-06-01T01:59:22.504461,frank,192.168.2.87,192.168.3.210,privilege_escalation,python.exe,80,2242,8549,22.99,1,0,NZ,0,0,0
2026-06-07T03:07:21.504461,charlie,192.168.4.82,192.168.3.254,network_connection,ssh,443,247,3792,15.66,1,0,NZ,0,0,0
2026-05-28T04:44:33.504461,judy,192.168.5.29,192.168.4.137,file_access,chrome.exe,80,893,7571,9.17,1,0,NZ,0,0,0
2026-05-28T10:05:48.504461,diana,192.168.4.156,192.168.3.251,policy_change,ssh,22,1868,7271,2.26,1,0,NZ,0,0,0
2026-05-20T12:10:43.504461,henry,192.168.4.164,192.168.3.159,file_modified,cmd.exe,443,3188,4045,28.94,1,0,NZ,0,0,0
2026-05-21T23:54:15.504461,svc_backup,136.212.74.251,192.168.4.9,service_started,ssh,4444,2523926,150,2999.83,1,0,KP,0,0,1
2026-05-14T06:52:00.504461,ivan,192.168.5.220,192.168.3.159,file_access,explorer.exe,443,3401,5941,2.3,1,0,NZ,0,0,0
2026-05-15T05:37:20.504461,bob,192.168.5.154,192.168.3.90,file_modified,python.exe,80,3410,4778,5.5,1,0,NZ,0,0,0
2026-05-21T18:58:40.504461,alice,192.168.3.239,192.168.1.107,logout,svchost.exe,22,3439,9547,27.47,1,0,NZ,0,0,0
2026-06-02T15:36:50.504461,diana,192.168.1.107,192.168.3.21,login_success,bash,22,2015,2627,4.56,1,0,NZ,0,0,0
2026-05-25T10:30:47.504461,judy,192.168.4.82,192.168.2.68,file_deleted,explorer.exe,80,4921,9132,21.96,1,0,NZ,0,0,0
2026-05-22T20:12:10.504461,judy,192.168.5.243,192.168.2.87,file_deleted,bash,443,4097,4033,6.35,1,0,NZ,0,0,0
2026-05-25T10:00:05.504461,svc_backup,180.54.70.158,192.168.5.154,process_created,explorer.exe,1337,184,122,1.83,1,0,RU,0,0,1
2026-06-04T05:43:54.504461,eve,192.168.4.156,192.168.2.213,process_created,cmd.exe,80,1540,2593,23.42,1,0,NZ,0,0,0
2026-05-23T03:13:24.504461,charlie,192.168.4.82,192.168.4.94,login_failure,powershell.exe,443,940,6697,21.31,1,0,NZ,0,0,0
2026-05-15T06:21:14.504461,charlie,192.168.3.90,192.168.4.79,file_modified,bash,80,370,6053,23.92,1,0,NZ,0,0,0
2026-06-04T04:53:42.504461,diana,192.168.2.131,192.168.4.164,file_access,bash,443,146,3563,13.78,1,0,NZ,0,0,0
2026-05-15T22:36:49.504461,diana,192.168.2.213,192.168.4.94,file_deleted,svchost.exe,22,2995,562,21.27,1,0,NZ,0,0,0
2026-05-15T09:05:42.504461,judy,192.168.4.137,192.168.4.99,policy_change,chrome.exe,80,4301,1240,24.28,1,0,NZ,0,0,0
2026-05-16T22:22:51.504461,alice,192.168.2.213,192.168.1.107,logout,chrome.exe,22,1410,3648,6.7,1,0,NZ,0,0,0
2026-05-30T17:40:12.504461,henry,192.168.2.131,192.168.2.84,policy_change,powershell.exe,22,2574,4113,27.47,1,0,NZ,0,0,0
2026-05-26T10:09:10.504461,charlie,192.168.2.84,192.168.4.79,logout,python.exe,443,4284,4481,2.78,1,0,NZ,0,0,0
2026-05-16T18:57:38.504461,eve,192.168.2.131,192.168.2.87,login_success,explorer.exe,22,3395,1337,15.72,1,0,NZ,0,0,0
2026-05-15T15:10:59.504461,judy,192.168.3.254,192.168.2.84,file_deleted,explorer.exe,22,1479,4088,6.11,1,0,NZ,0,0,0
2026-05-21T17:06:49.504461,eve,192.168.1.107,192.168.4.79,file_access,bash,80,4125,8879,12.57,1,0,NZ,0,0,0
2026-05-15T10:29:17.504461,judy,192.168.3.21,192.168.5.29,logout,explorer.exe,443,1463,3483,21.42,1,0,NZ,0,0,0
2026-06-01T01:27:35.504461,henry,192.168.4.9,192.168.4.9,file_deleted,explorer.exe,443,2314,9188,2.29,1,0,NZ,0,0,0
2026-05-19T18:58:24.504461,charlie,192.168.2.131,192.168.4.9,privilege_escalation,cmd.exe,80,830,3355,6.89,1,0,NZ,0,0,0
2026-06-11T14:19:01.504461,henry,192.168.3.21,192.168.3.18,process_created,chrome.exe,80,2716,8522,0.75,1,0,NZ,0,0,0
2026-06-05T20:59:20.504461,henry,192.168.3.159,192.168.5.220,process_created,cmd.exe,80,1416,5590,23.15,1,0,NZ,0,0,0
2026-06-11T09:35:54.504461,diana,192.168.3.21,192.168.2.84,logout,explorer.exe,80,1492,3825,10.5,1,0,NZ,0,0,0
2026-05-19T08:43:40.504461,henry,192.168.2.213,192.168.5.186,privilege_escalation,svchost.exe,22,4833,3544,6.91,1,0,NZ,0,0,0
2026-05-18T04:28:33.504461,judy,192.168.2.84,192.168.4.164,privilege_escalation,ssh,80,3447,8551,9.64,1,0,NZ,0,0,0
2026-06-07T14:39:48.504461,diana,192.168.2.131,192.168.3.21,file_modified,powershell.exe,80,825,5491,26.78,1,0,NZ,0,0,0
2026-05-28T06:59:45.504461,grace,192.168.5.186,192.168.2.131,login_success,ssh,80,1207,2591,8.65,1,0,NZ,0,0,0
2026-06-03T07:04:46.504461,frank,192.168.5.154,192.168.4.9,network_connection,explorer.exe,80,4881,7679,15.37,1,0,NZ,0,0,0
2026-06-08T09:57:09.504461,judy,192.168.4.164,192.168.3.254,login_success,bash,443,3093,308,0.67,1,0,NZ,0,0,0
2026-05-29T04:49:38.504461,alice,192.168.5.29,192.168.4.9,file_deleted,cmd.exe,22,706,7943,3.4,1,0,NZ,0,0,0
2026-06-05T08:35:40.504461,henry,192.168.4.99,192.168.4.164,policy_change,bash,443,738,4956,14.83,1,0,NZ,0,0,0
2026-05-28T22:27:49.504461,bob,192.168.2.87,192.168.2.213,process_created,cmd.exe,443,1889,9225,6.75,1,0,NZ,0,0,0
2026-05-29T23:59:42.504461,ivan,192.168.2.131,192.168.5.29,policy_change,chrome.exe,80,1856,5077,1.42,1,0,NZ,0,0,0
2026-05-23T14:39:27.504461,ivan,192.168.5.186,192.168.4.99,process_created,svchost.exe,443,1559,9147,1.29,1,0,NZ,0,0,0
2026-06-04T04:35:58.504461,eve,192.168.3.159,192.168.2.87,file_deleted,bash,22,4151,8189,21.82,1,0,NZ,0,0,0
2026-05-16T04:27:30.504461,svc_backup,128.163.181.51,192.168.3.159,file_modified,ssh,4444,3734514,365,3590.1,1,0,RU,0,0,1
2026-05-24T11:31:28.504461,grace,192.168.2.131,192.168.3.21,file_access,powershell.exe,80,4692,3101,18.91,1,0,NZ,0,0,0
2026-05-13T17:23:42.504461,grace,192.168.2.215,192.168.3.254,logout,powershell.exe,443,3655,5030,13.09,1,0,NZ,0,0,0
2026-05-31T08:14:41.504461,judy,192.168.3.21,192.168.4.137,policy_change,chrome.exe,80,838,262,25.04,1,0,NZ,0,0,0
2026-06-04T03:59:52.504461,eve,192.168.4.94,192.168.2.84,login_failure,cmd.exe,80,4831,8095,2.86,1,0,NZ,0,0,0
2026-05-27T00:17:37.504461,root,192.168.1.107,192.168.1.107,network_connection,mimikatz.exe,445,0,0,0.0,25,0,CN,0,0,1
2026-06-03T19:19:52.504461,judy,192.168.3.239,192.168.2.84,network_connection,explorer.exe,22,1392,1956,14.74,1,0,NZ,0,0,0
2026-06-01T17:19:58.504461,bob,192.168.1.107,192.168.3.90,policy_change,powershell.exe,80,3324,3108,12.16,1,0,NZ,0,0,0
2026-05-14T02:52:11.504461,judy,192.168.4.156,192.168.2.123,privilege_escalation,powershell.exe,443,508,7780,11.18,1,0,NZ,0,0,0
2026-06-10T04:32:45.504461,ivan,192.168.2.68,192.168.3.254,login_failure,ssh,80,3668,4361,18.33,1,0,NZ,0,0,0
2026-06-06T10:04:16.504461,alice,192.168.4.137,192.168.4.94,login_success,bash,443,3655,4899,12.08,1,0,NZ,0,0,0
2026-05-20T13:21:58.504461,judy,192.168.3.210,192.168.3.254,policy_change,ssh,443,1102,5954,10.55,1,0,NZ,0,0,0
2026-05-31T03:13:36.504461,charlie,192.168.3.254,192.168.3.126,file_modified,ssh,80,4252,985,28.04,1,0,NZ,0,0,0
2026-06-01T05:41:55.504461,alice,192.168.5.243,192.168.2.84,process_created,chrome.exe,80,758,8102,2.48,1,0,NZ,0,0,0
2026-05-26T06:12:54.504461,ivan,192.168.2.131,192.168.2.84,logout,python.exe,22,4535,8688,26.34,1,0,NZ,0,0,0
2026-06-03T08:18:02.504461,frank,192.168.2.131,192.168.4.9,login_success,bash,80,2374,3932,17.77,1,0,NZ,0,0,0
2026-06-06T15:51:03.504461,judy,192.168.4.9,192.168.2.68,privilege_escalation,chrome.exe,22,2700,9146,25.1,1,0,NZ,0,0,0
2026-06-06T23:25:22.504461,grace,192.168.4.9,192.168.5.29,login_success,svchost.exe,22,1902,4468,10.39,1,0,NZ,0,0,0
2026-06-03T05:40:01.504461,bob,192.168.4.82,192.168.4.156,file_access,bash,443,554,7890,19.47,1,0,NZ,0,0,0
2026-05-17T19:57:07.504461,henry,192.168.2.84,192.168.3.254,policy_change,cmd.exe,22,3770,7961,8.81,1,0,NZ,0,0,0
2026-06-08T23:48:19.504461,henry,192.168.4.156,192.168.4.82,privilege_escalation,bash,22,4316,7730,12.72,1,0,NZ,0,0,0
2026-05-29T05:07:56.504461,charlie,192.168.2.68,192.168.4.137,network_connection,bash,443,3766,5298,11.34,1,0,NZ,0,0,0
2026-05-13T11:26:17.504461,judy,192.168.4.79,192.168.3.90,file_deleted,chrome.exe,22,4912,6319,9.11,1,0,NZ,0,0,0
2026-05-27T21:02:20.504461,grace,192.168.3.21,192.168.2.68,file_modified,cmd.exe,443,2359,8198,1.02,1,0,NZ,0,0,0
2026-06-06T15:46:05.504461,diana,192.168.3.90,192.168.4.156,policy_change,cmd.exe,443,2649,7604,13.57,1,0,NZ,0,0,0
2026-06-05T13:00:28.504461,charlie,192.168.2.123,192.168.4.156,file_deleted,svchost.exe,80,3516,4004,10.37,1,0,NZ,0,0,0
2026-05-17T12:17:07.504461,bob,192.168.4.82,192.168.2.123,policy_change,python.exe,22,1137,7069,23.38,1,0,NZ,0,0,0
2026-05-21T03:11:58.504461,charlie,192.168.5.220,192.168.5.186,file_access,powershell.exe,443,3685,6473,0.71,1,0,NZ,0,0,0
